POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
316,623.69,1505.89,1998.58,181.89,103.47,-91.15,-1301.25,-11328.88,704.21,7589.14,-2127.81,53.32,0.0,-14.4,-2074.48,-2088.89
319,619.93,1505.36,1970.11,184.84,107.14,-118.53,-1314.84,-11369.21,714.01,7612.57,-2113.9,53.22,0.0,-88.62,-2060.69,-2149.31
322,652.58,1446.16,1953.82,176.07,96.31,-99.63,-1303.66,-11363.31,683.14,7624.3,-2142.57,53.31,0.0,-134.23,-2089.25,-2223.48
325,607.21,1502.9,1967.89,181.13,106.15,-109.29,-1278.77,-11270.78,697.43,7577.88,-2212.45,54.21,0.0,-18.25,-2158.24,-2176.49
328,664.89,1445.77,1970.02,182.99,113.15,-105.35,-1262.67,-11277.0,692.86,7560.9,-2211.9,53.97,0.0,-14.45,-2157.93,-2172.38
331,668.92,1459.03,1966.25,183.72,97.62,-114.18,-1260.84,-11269.4,690.25,7534.55,-2142.7,53.56,0.0,-44.08,-2089.13,-2133.21
334,676.96,1488.15,1951.55,184.04,107.5,-92.11,-1265.25,-11362.52,680.99,7559.28,-2101.23,53.97,0.0,-71.41,-2047.26,-2118.67
337,648.95,1535.81,1975.42,184.86,106.74,-105.98,-1259.14,-11300.22,701.19,7542.0,-2174.82,55.68,0.0,29.65,-2119.14,-2089.49
340,639.03,1452.38,1963.71,178.11,95.57,-113.98,-1293.97,-11254.56,687.89,7600.8,-2209.75,53.91,0.0,-45.01,-2155.85,-2200.86
343,753.12,1477.74,1981.7,184.76,108.7,-102.86,-1284.12,-11237.38,670.8,7556.04,-2238.25,54.87,0.0,108.5,-2183.38,-2074.88
346,694.5,1478.63,1990.89,182.15,103.17,-116.0,-1285.31,-11149.68,691.8,7477.01,-2270.5,55.29,0.0,67.17,-2215.22,-2148.05
349,685.91,1513.15,1970.0,188.84,107.95,-115.62,-1284.7,-11299.05,675.59,7544.1,-2194.88,54.06,0.0,-13.82,-2140.82,-2154.64
352,659.28,1496.31,2007.84,177.26,104.76,-105.96,-1317.79,-11241.74,691.1,7542.26,-2171.13,54.4,0.0,13.3,-2116.73,-2103.43
355,686.87,1522.89,1960.05,177.64,102.81,-115.11,-1317.31,-11210.66,680.27,7531.3,-2190.18,53.36,0.0,18.74,-2136.82,-2118.08
358,657.25,1485.02,1990.95,183.71,105.0,-111.01,-1307.26,-11213.55,684.31,7525.25,-2185.33,53.44,0.0,-0.34,-2131.89,-2132.23
361,683.73,1529.92,1947.56,183.42,116.86,-104.17,-1270.33,-11260.16,680.9,7550.67,-2212.92,53.94,0.0,58.4,-2158.98,-2100.58
364,662.66,1473.48,2007.73,189.22,102.89,-113.16,-1292.9,-11348.76,694.28,7573.79,-2137.05,53.13,0.0,-50.77,-2083.93,-2134.7
367,672.55,1460.24,1986.45,180.28,113.68,-102.24,-1302.43,-11293.64,696.76,7582.0,-2168.22,52.83,0.0,-6.37,-2115.39,-2121.76
370,626.38,1489.98,1978.98,186.15,103.63,-116.61,-1304.61,-11276.96,687.38,7516.26,-2167.77,53.94,0.0,-109.42,-2113.83,-2223.25
373,655.46,1433.32,1969.07,178.01,108.77,-108.54,-1293.99,-11184.88,698.23,7503.04,-2230.13,54.45,0.0,-41.52,-2175.68,-2217.2
376,628.72,1507.69,1958.7,186.57,100.78,-97.57,-1283.07,-11369.68,690.72,7623.84,-2158.57,54.42,0.0,-53.3,-2104.14,-2157.44
379,633.9,1482.99,1981.96,186.0,91.05,-104.31,-1282.03,-11305.95,706.77,7533.05,-2110.43,54.07,0.0,-76.56,-2056.36,-2132.92
382,668.4,1420.61,1953.94,174.51,104.47,-96.61,-1285.23,-11271.79,691.92,7545.05,-2191.14,54.15,0.0,-94.73,-2136.98,-2231.71
385,686.02,1504.03,1965.84,183.04,99.63,-94.77,-1287.83,-11067.9,682.37,7526.8,-2338.52,54.42,0.0,197.23,-2284.1,-2086.87
388,651.48,1529.84,1970.94,180.78,101.05,-97.91,-1272.85,-11179.17,713.87,7464.59,-2217.33,53.46,0.0,62.63,-2163.88,-2101.25
391,615.37,1446.21,1971.46,184.27,104.64,-90.25,-1330.51,-11221.79,700.12,7642.09,-2260.01,54.0,0.0,21.61,-2206.01,-2184.39
394,661.15,1468.5,1955.38,179.55,115.96,-106.61,-1302.3,-11207.99,693.21,7469.1,-2200.76,53.64,0.0,-74.03,-2147.12,-2221.14
397,663.64,1445.21,1980.77,184.23,92.0,-104.35,-1292.67,-11386.57,688.78,7537.22,-2053.35,53.2,0.0,-191.74,-2000.15,-2191.88
400,714.73,1415.01,1968.63,179.24,101.53,-92.58,-1315.92,-11441.69,670.24,7572.67,-2044.64,53.19,0.0,-228.15,-1991.45,-2219.6
403,638.73,1448.01,1952.91,174.99,99.41,-117.23,-1275.48,-11328.19,679.18,7553.71,-2131.59,54.24,0.0,-173.95,-2077.35,-2251.3
406,718.99,1448.25,1974.26,181.23,110.15,-110.75,-1303.68,-11256.57,667.39,7476.57,-2123.35,53.22,0.0,-94.15,-2070.13,-2164.28
409,657.64,1494.56,1956.09,182.04,107.72,-94.24,-1295.18,-11407.25,703.36,7557.44,-2066.89,52.32,0.0,-137.82,-2014.57,-2152.4
