POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4,639.0,1449.37,2013.84,181.53,95.4,-104.89,-1302.15,-11572.61,686.68,7571.57,-1930.13,54.27,0.0,-342.27,-1875.86,-2218.13
7,655.5,1488.85,1965.77,189.69,106.48,-118.18,-1300.7,-11473.85,694.82,7496.27,-1993.47,53.81,0.0,-295.34,-1939.65,-2234.99
10,653.11,1561.85,1993.66,188.89,103.75,-112.32,-1316.15,-11391.44,690.4,7457.06,-2066.59,54.82,0.0,-171.19,-2011.77,-2182.96
13,641.12,1520.56,1963.95,187.01,109.61,-102.72,-1286.13,-11449.15,686.68,7442.0,-1983.16,53.85,0.0,-287.06,-1929.32,-2216.38
16,658.45,1492.58,1991.34,186.95,113.89,-111.33,-1281.4,-11382.43,696.18,7467.35,-2091.79,54.99,0.0,-168.41,-2036.8,-2205.21
19,664.1,1481.72,2016.19,185.79,104.47,-102.08,-1304.66,-11435.09,686.77,7487.33,-1991.52,54.58,0.0,-215.46,-1936.94,-2152.39
22,648.98,1504.58,1953.27,173.02,97.55,-90.25,-1280.11,-11455.33,696.94,7537.07,-2023.09,54.41,0.0,-214.28,-1968.68,-2182.96
25,668.09,1443.26,1992.07,175.11,99.85,-106.43,-1244.16,-11318.4,682.22,7434.61,-2084.03,55.13,0.0,-173.77,-2028.9,-2202.68
28,636.87,1461.31,1992.82,189.51,106.73,-109.29,-1296.22,-11416.27,674.32,7501.85,-2053.53,54.26,0.0,-258.37,-1999.27,-2257.64
31,684.55,1475.05,1958.36,178.03,90.5,-95.92,-1277.63,-11329.66,686.12,7414.41,-2081.0,54.61,0.0,-216.19,-2026.4,-2242.59
34,683.56,1479.64,1982.09,181.5,102.74,-89.45,-1323.84,-11425.53,659.42,7405.27,-1969.81,53.41,0.0,-344.61,-1916.4,-2261.02
37,666.51,1476.66,1971.24,182.65,107.97,-89.9,-1297.4,-11437.25,678.65,7506.11,-2027.66,53.58,0.0,-234.76,-1974.08,-2208.84
40,684.85,1471.28,1980.92,187.1,90.33,-86.02,-1304.53,-11415.19,670.76,7475.77,-1982.44,54.21,0.0,-244.72,-1928.23,-2172.95
43,641.25,1448.42,1970.86,178.27,104.4,-81.81,-1309.52,-11372.01,704.21,7499.7,-2065.08,53.66,0.0,-216.23,-2011.42,-2227.65
46,707.75,1494.85,1993.66,192.77,110.65,-88.31,-1322.35,-11312.04,660.3,7464.97,-2059.86,53.62,0.0,-97.75,-2006.24,-2103.99
49,703.36,1476.55,1972.59,188.83,99.36,-84.51,-1288.09,-11324.49,681.33,7537.91,-2173.15,54.99,0.0,-37.15,-2118.16,-2155.31
52,640.2,1460.42,2005.85,183.46,102.21,-96.61,-1274.83,-11427.5,689.91,7501.18,-2073.59,53.9,0.0,-215.71,-2019.69,-2235.4
55,668.35,1521.72,1958.02,185.88,112.33,-89.91,-1296.44,-11235.85,679.85,7430.65,-2136.22,54.09,0.0,-65.4,-2082.13,-2147.54
